"","likelihood_ratio_sum","likelihood_ratio_max","wald_sum2","wald_max","score_sum2","score_max"
"score_max",32.7075740938654,36.9875142684302,33.6696140117527,18.7407728853763,7.15611088054022,0.290975396046445
"score_sum2",11.7568726824959,21.0634577013734,16.6893833289059,10.0803543411233,0.290975396046445,2.19414556484679e-08
"wald_max",3.25613760546047,16.1554619389707,7.37287476199182,0.290975396046445,2.44580446693864e-11,0
"wald_sum2",0,0.000864037975991889,0.290975396046445,1.32477885063986e-08,0,0
"likelihood_ratio_max",2.09757492811644,0.290975396046445,2.62131516455275,0,0,0
"likelihood_ratio_sum",0.290975396046445,0.00295802380746287,33.8021020388318,0.000195382964037579,4.97978703728403e-13,0
